"liz_id","treatment","hatch_date","season_hatch","measure_date","measure_error","process_researcher","imgj_researcher","process_notes","egg_id","egg_laid_date","egg_length","egg_mass","egg_width","heatwave_exposed","liz_status","death_date","mass","svl","lnMass","lnSVL","obs_id","days_since_hatch","F1_Genotype","dam_id","sire_id","lnEgg_mass","z_lnEggMass","series","hatch_since_start","z_hatch_since_start","z_days_since_hatch"
"ld0230",23,"2016-12-07","S1","2016-12-07",0,"FK","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.135,18.523,-2.00248050054371,2.91901320314059,101,0,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2016-12-07",18,-1.16584053234535,-1.14843485129869
"ld0230",23,"2016-12-07","S1","2016-12-21",0,"JC","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.138,NA,-1.98050159382493,NA,102,14,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2016-12-21",18,-1.16584053234535,-1.05957161926803
"ld0230",23,"2016-12-07","S1","2017-01-04",0,"JC","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.181,21.32,-1.70925824771631,3.05964559929764,103,28,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-01-04",18,-1.16584053234535,-0.970708387237368
"ld0230",23,"2016-12-07","S1","2017-01-18",0,"JC","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.178,21.67,-1.72597172869005,3.07592881554827,104,42,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-01-18",18,-1.16584053234535,-0.881845155206707
"ld0230",23,"2016-12-07","S1","2017-02-01",0,"JC","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.221,21.603,-1.50959257746438,3.07283219393484,105,56,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-02-01",18,-1.16584053234535,-0.792981923176047
"ld0230",23,"2016-12-07","S1","2017-02-23",0,"JC","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.242,22.48,-1.41881755282545,3.11262602502549,106,78,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-02-23",18,-1.16584053234535,-0.653339701413581
"ld0230",23,"2016-12-07","S1","2017-03-23",0,"JC","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.265,24.78,-1.32802545299591,3.210036876201,107,106,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-03-23",18,-1.16584053234535,-0.47561323735226
"ld0230",23,"2016-12-07","S1","2017-04-18",0,"JC","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.303,24.32,-1.19402247347277,3.19129905709797,108,132,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-04-18",18,-1.16584053234535,-0.310581520723891
"ld0230",23,"2016-12-07","S1","2017-05-19",0,"FK","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.345,25.42,-1.06421086195078,3.23553626576131,109,163,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-05-19",18,-1.16584053234535,-0.113812935513143
"ld0230",23,"2016-12-07","S1","2017-07-20",0,"FK","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.373,27,-0.986176859338322,3.29583686600433,110,225,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-07-20",18,-1.16584053234535,0.279724234908352
"ld0230",23,"2016-12-07","S1","2017-09-15",0,"FK","CW","","egg0009","2016-10-26",9.09,0.255,7.35,"","DEAD","2017-11-03",0.363,27,-1.01335244471729,3.29583686600433,111,282,"E45_16_BABY_01","ld0125","ld0107",-1.36649173382371,2.86751282840605,"ld0230_2017-09-15",18,-1.16584053234535,0.641524536747469
"ld0231",23,"2016-12-08","S1","2016-12-08",0,"FK","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.124,17.797,-2.0874737133771,2.87902990376785,112,0,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2016-12-08",19,-1.12569098895435,-1.14843485129869
"ld0231",23,"2016-12-08","S1","2017-01-06",0,"JC","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.161,20.12,-1.82635091399767,3.00171434523154,113,29,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-01-06",19,-1.12569098895435,-0.964361013520892
"ld0231",23,"2016-12-08","S1","2017-01-19",0,"FK","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.18,20.52,-1.71479842809193,3.02140002030257,114,42,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-01-19",19,-1.12569098895435,-0.881845155206707
"ld0231",23,"2016-12-08","S1","2017-02-03",0,"JC","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.197,21.2,-1.62455155024415,3.05400118167797,115,57,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-02-03",19,-1.12569098895435,-0.786634549459571
"ld0231",23,"2016-12-08","S1","2017-02-23",0,"JC","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.21,22.05,-1.56064774826467,3.09331260189286,116,77,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-02-23",19,-1.12569098895435,-0.659687075130057
"ld0231",23,"2016-12-08","S1","2017-03-23",0,"JC","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.255,23.67,-1.36649173382371,3.16420842352589,117,105,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-03-23",19,-1.12569098895435,-0.481960611068736
"ld0231",23,"2016-12-08","S1","2017-04-18",0,"JC","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.29,NA,-1.23787435600162,NA,118,131,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-04-18",19,-1.12569098895435,-0.316928894440367
"ld0231",23,"2016-12-08","S1","2017-05-19",0,"FK","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.319,25.48,-1.14256417619729,3.23789383070396,119,162,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-05-19",19,-1.12569098895435,-0.120160309229619
"ld0231",23,"2016-12-08","S1","2017-07-20",0,"FK","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.318,25,-1.14570389620196,3.2188758248682,120,224,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-07-20",19,-1.12569098895435,0.273376861191877
"ld0231",23,"2016-12-08","S1","2017-09-15",0,"FK","CW","","egg0010","2016-10-26",8.36,0.219,7.01,"","DEAD","2017-10-27",0.29,25,-1.23787435600162,3.2188758248682,121,281,"E45_16_BABY_02","ld0125","ld0107",-1.51868354916564,2.09628698758518,"ld0231_2017-09-15",19,-1.12569098895435,0.635177163030994
"ld0234",23,"2016-12-11","S1","2016-12-11",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.127,18.546,-2.06356819252355,2.92025413237803,150,0,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2016-12-11",22,-1.00524235878136,-1.14843485129869
"ld0234",23,"2016-12-11","S1","2016-12-26",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.126,19.794,-2.07147337203066,2.9853788614745,151,15,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2016-12-26",22,-1.00524235878136,-1.05322424555155
"ld0234",23,"2016-12-11","S1","2017-01-09",0,"JC","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.181,20.91,-1.70925824771631,3.04022751344054,152,29,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-01-09",22,-1.00524235878136,-0.964361013520892
"ld0234",23,"2016-12-11","S1","2017-01-22",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.196,22.02,-1.62964061975162,3.09195113129453,153,42,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-01-22",22,-1.00524235878136,-0.881845155206707
"ld0234",23,"2016-12-11","S1","2017-02-06",0,"JC","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.202,22.743,-1.59948758158093,3.12425740574228,154,57,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-02-06",22,-1.00524235878136,-0.786634549459571
"ld0234",23,"2016-12-11","S1","2017-02-23",0,"JC","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.236,22.91,-1.44392347395653,3.1315734964654,155,74,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-02-23",22,-1.00524235878136,-0.678729196279484
"ld0234",23,"2016-12-11","S1","2017-03-23",0,"JC","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.287,24.83,-1.24827306322252,3.21205259952008,156,102,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-03-23",22,-1.00524235878136,-0.501002732218163
"ld0234",23,"2016-12-11","S1","2017-04-18",0,"JC","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.296,25.25,-1.21739582465808,3.22882615572137,157,128,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-04-18",22,-1.00524235878136,-0.335971015589794
"ld0234",23,"2016-12-11","S1","2017-05-19",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.329,25.32,-1.11169752821677,3.23159459727598,158,159,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-05-19",22,-1.00524235878136,-0.139202430379046
"ld0234",23,"2016-12-11","S1","2017-07-20",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.375,26.2,-0.980829253011726,3.26575941076705,159,221,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-07-20",22,-1.00524235878136,0.254334740042449
"ld0234",23,"2016-12-11","S1","2017-09-15",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.374,27,-0.983499481567605,3.29583686600433,160,278,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-09-15",22,-1.00524235878136,0.616135041881566
"ld0234",23,"2016-12-11","S1","2017-11-07",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.376,27,-0.978166135592243,3.29583686600433,161,331,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2017-11-07",22,-1.00524235878136,0.95254584885478
"ld0234",23,"2016-12-11","S1","2018-01-15",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.39,27,-0.941608539858445,3.29583686600433,162,400,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2018-01-15",22,-1.00524235878136,1.39051463529161
"ld0234",23,"2016-12-11","S1","2018-03-06",0,"FK","CW","","egg0014","2016-10-28",8.27,0.181,6.42,"Y","DEAD","2018-04-03",0.388,29,-0.946749939358864,3.36729582998647,163,450,"E038_16_BABY_02","ld0090","ld0027",-1.70925824771631,1.13055744556802,"ld0234_2018-03-06",22,-1.00524235878136,1.70788332111539
"ld0235",23,"2016-12-11","S1","2016-12-11",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.13,18.215,-2.04022082852655,2.90224543046053,164,0,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2016-12-11",22,-1.00524235878136,-1.14843485129869
"ld0235",23,"2016-12-11","S1","2016-12-26",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.105,19.022,-2.25379492882461,2.94559620406019,165,15,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2016-12-26",22,-1.00524235878136,-1.05322424555155
"ld0235",23,"2016-12-11","S1","2017-01-09",0,"JC","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.152,19.86,-1.88387475813586,2.98870765861703,166,29,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-01-09",22,-1.00524235878136,-0.964361013520892
"ld0235",23,"2016-12-11","S1","2017-01-22",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.153,20.35,-1.8773173575897,3.0130809118886,167,42,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-01-22",22,-1.00524235878136,-0.881845155206707
"ld0235",23,"2016-12-11","S1","2017-02-06",0,"JC","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.165,20.52,-1.80180980508156,3.02140002030257,168,57,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-02-06",22,-1.00524235878136,-0.786634549459571
"ld0235",23,"2016-12-11","S1","2017-02-23",0,"JC","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.189,21.58,-1.66600826392249,3.07176695982999,169,74,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-02-23",22,-1.00524235878136,-0.678729196279484
"ld0235",23,"2016-12-11","S1","2017-03-23",0,"JC","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.228,21.65,-1.4784096500277,3.0750054544485,170,102,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-03-23",22,-1.00524235878136,-0.501002732218163
"ld0235",23,"2016-12-11","S1","2017-04-18",0,"JC","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.265,23.2,-1.32802545299591,3.14415227867226,171,128,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-04-18",22,-1.00524235878136,-0.335971015589794
"ld0235",23,"2016-12-11","S1","2017-05-19",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.319,NA,-1.14256417619729,NA,172,159,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-05-19",22,-1.00524235878136,-0.139202430379046
"ld0235",23,"2016-12-11","S1","2017-07-20",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.347,26,-1.05843049903528,3.25809653802148,173,221,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-07-20",22,-1.00524235878136,0.254334740042449
"ld0235",23,"2016-12-11","S1","2017-09-15",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.327,26,-1.11779510808488,3.25809653802148,174,278,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-09-15",22,-1.00524235878136,0.616135041881566
"ld0235",23,"2016-12-11","S1","2017-11-14",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.484,29,-0.725670372265505,3.36729582998647,175,338,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2017-11-14",22,-1.00524235878136,0.996977464870111
"ld0235",23,"2016-12-11","S1","2018-01-15",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.526,30,-0.642454066244427,3.40119738166216,176,400,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2018-01-15",22,-1.00524235878136,1.39051463529161
"ld0235",23,"2016-12-11","S1","2018-03-06",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.459,30,-0.778705068921592,3.40119738166216,177,450,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2018-03-06",22,-1.00524235878136,1.70788332111539
"ld0235",23,"2016-12-11","S1","2018-06-21",0,"FK","CW","","egg0003","2016-10-25",8.96,0.108,4.7,"","ALIVE",NA,0.612,30.5,-0.491022996469811,3.41772668361337,178,557,"E033_16_BABY_03","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0235_2018-06-21",22,-1.00524235878136,2.3870523087783
"ld0236",23,"2016-12-11","S1","2016-12-11",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.13,19.801,-2.04022082852655,2.98573244147566,180,0,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2016-12-11",22,-1.00524235878136,-1.14843485129869
"ld0236",23,"2016-12-11","S1","2016-12-26",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.136,20.644,-1.99510039324608,3.02742472028648,181,15,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2016-12-26",22,-1.00524235878136,-1.05322424555155
"ld0236",23,"2016-12-11","S1","2017-01-09",0,"JC","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.19,21.51,-1.66073120682165,3.06851794327964,182,29,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-01-09",22,-1.00524235878136,-0.964361013520892
"ld0236",23,"2016-12-11","S1","2017-01-22",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.189,21.38,-1.66600826392249,3.0624559055969,183,42,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-01-22",22,-1.00524235878136,-0.881845155206707
"ld0236",23,"2016-12-11","S1","2017-02-06",0,"JC","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.193,22.614,-1.64506509007725,3.11856918351305,184,57,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-02-06",22,-1.00524235878136,-0.786634549459571
"ld0236",23,"2016-12-11","S1","2017-02-23",0,"JC","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.219,24.47,-1.51868354916564,3.19744787745458,185,74,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-02-23",22,-1.00524235878136,-0.678729196279484
"ld0236",23,"2016-12-11","S1","2017-03-23",0,"JC","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.266,24.39,-1.32425897020044,3.19417321222783,186,102,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-03-23",22,-1.00524235878136,-0.501002732218163
"ld0236",23,"2016-12-11","S1","2017-04-18",0,"JC","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.266,23.9,-1.32425897020044,3.17387845893747,187,128,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-04-18",22,-1.00524235878136,-0.335971015589794
"ld0236",23,"2016-12-11","S1","2017-05-19",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.318,25.23,-1.14570389620196,3.22803376265297,188,159,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-05-19",22,-1.00524235878136,-0.139202430379046
"ld0236",23,"2016-12-11","S1","2017-07-20",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.355,27,-1.03563748950672,3.29583686600433,189,221,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-07-20",22,-1.00524235878136,0.254334740042449
"ld0236",23,"2016-12-11","S1","2017-09-15",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.306,26,-1.18417017702976,3.25809653802148,190,278,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-09-15",22,-1.00524235878136,0.616135041881566
"ld0236",23,"2016-12-11","S1","2017-11-14",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.487,30,-0.719491155899547,3.40119738166216,191,338,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2017-11-14",22,-1.00524235878136,0.996977464870111
"ld0236",23,"2016-12-11","S1","2018-01-15",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.504,31,-0.685179010910768,3.43398720448515,192,400,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2018-01-15",22,-1.00524235878136,1.39051463529161
"ld0236",23,"2016-12-11","S1","2018-03-06",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.46,31,-0.776528789498996,3.43398720448515,193,450,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2018-03-06",22,-1.00524235878136,1.70788332111539
"ld0236",23,"2016-12-11","S1","2018-06-21",0,"FK","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.563,30.5,-0.574475650842447,3.41772668361337,194,557,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2018-06-21",22,-1.00524235878136,2.3870523087783
"ld0236",23,"2016-12-11","S1","2018-07-31",0,"TF","CW","","egg0016","2016-10-28",8.48,0.17,6.41,"","DEAD","2019-01-21",0.7,32,-0.356674943938732,3.46573590279973,196,597,"E038_16_BABY_04","ld0090","ld0027",-1.77195684193188,0.812834866771323,"ld0236_2018-07-31",22,-1.00524235878136,2.64094725743733
"ld0237",23,"2016-12-11","S1","2016-12-11",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.126,17.584,-2.07147337203066,2.86698939766127,197,0,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2016-12-11",22,-1.00524235878136,-1.14843485129869
"ld0237",23,"2016-12-11","S1","2016-12-26",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.108,19.368,-2.22562405185792,2.96362221963576,198,15,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2016-12-26",22,-1.00524235878136,-1.05322424555155
"ld0237",23,"2016-12-11","S1","2017-01-09",0,"JC","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.17,21.46,-1.77195684193188,3.06619073720255,206,29,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-01-09",22,-1.00524235878136,-0.964361013520892
"ld0237",23,"2016-12-11","S1","2017-01-22",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.179,21.46,-1.72036947314138,3.06619073720255,199,42,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-01-22",22,-1.00524235878136,-0.881845155206707
"ld0237",23,"2016-12-11","S1","2017-02-06",0,"JC","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.174,22.106,-1.74869997976761,3.09584906488876,200,57,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-02-06",22,-1.00524235878136,-0.786634549459571
"ld0237",23,"2016-12-11","S1","2017-02-23",0,"JC","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.203,22.58,-1.59454929994035,3.11706455872152,201,74,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-02-23",22,-1.00524235878136,-0.678729196279484
"ld0237",23,"2016-12-11","S1","2017-03-23",0,"JC","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.282,24.36,-1.26584820804402,3.1929424428417,202,102,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-03-23",22,-1.00524235878136,-0.501002732218163
"ld0237",23,"2016-12-11","S1","2017-04-18",0,"JC","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.292,24.23,-1.23100147671386,3.18759153482843,203,128,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-04-18",22,-1.00524235878136,-0.335971015589794
"ld0237",23,"2016-12-11","S1","2017-05-19",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.298,24.67,-1.21066179247673,3.20558793054127,204,159,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-05-19",22,-1.00524235878136,-0.139202430379046
"ld0237",23,"2016-12-11","S1","2017-07-20",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.303,26,-1.19402247347277,3.25809653802148,205,221,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-07-20",22,-1.00524235878136,0.254334740042449
"ld0237",23,"2016-12-11","S1","2017-09-15",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.273,25.5,-1.29828348379718,3.23867845216438,207,278,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-09-15",22,-1.00524235878136,0.616135041881566
"ld0237",23,"2016-12-11","S1","2017-11-07",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.344,26,-1.06711362160874,3.25809653802148,208,331,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2017-11-07",22,-1.00524235878136,0.95254584885478
"ld0237",23,"2016-12-11","S1","2018-01-15",0,"FK","CW","","egg0006","2016-10-25",7.61,0.111,5.26,"","DEAD","2018-04-03",0.315,27,-1.1551826401565,3.29583686600433,209,400,"E033_16_BABY_06","ld0035","ld0049",-2.1982250776698,-1.34726209891372,"ld0237_2018-01-15",22,-1.00524235878136,1.39051463529161
