"liz_id","treatment","hatch_date","season_hatch","measure_date","measure_error","process_researcher","imgj_researcher","process_notes","egg_id","egg_laid_date","egg_length","egg_mass","egg_width","heatwave_exposed","liz_status","death_date","mass","svl","lnMass","lnSVL","obs_id"
"ld0260",29,2016-12-19,"S1",2016-12-19,0,"DN","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.151,17.751,-1.89047544216721,2.87644185236267,537
"ld0260",29,2016-12-19,"S1",2017-01-16,0,"JC","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.189,20.72,-1.66600826392249,3.03109941739128,538
"ld0260",29,2016-12-19,"S1",2017-02-01,0,"JC","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.155,19.91,-1.86433016206289,2.9912221180761,539
"ld0260",29,2016-12-19,"S1",2017-02-23,0,"JC","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.241,21.6,-1.42295834549148,3.07269331469012,540
"ld0260",29,2016-12-19,"S1",2017-03-23,0,"JC","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.298,23.43,-1.21066179247673,3.1540172525197,541
"ld0260",29,2016-12-19,"S1",2017-04-18,0,"JC","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.282,23.69,-1.26584820804402,3.16505301817069,542
"ld0260",29,2016-12-19,"S1",2017-05-19,0,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.306,25.59,-1.18417017702976,3.2422016501717,543
"ld0260",29,2016-12-19,"S1",2017-07-27,0,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.343,25,-1.0700248318162,3.2188758248682,544
"ld0260",29,2016-12-19,"S1",2017-09-15,0,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.303,25,-1.19402247347277,3.2188758248682,545
"ld0260",29,2016-12-19,"S1",2017-11-07,0,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.438,26.5,-0.825536368605691,3.27714473299218,546
"ld0260",29,2016-12-19,"S1",2018-01-15,0,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.499,28,-0.695149183230618,3.3322045101752,547
"ld0260",29,2016-12-19,"S1",2018-03-06,0,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.546,30,-0.605136303237232,3.40119738166216,548
"ld0260",29,2016-12-19,"S1",2018-06-21,0,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.712,31,-0.339677367570161,3.43398720448515,549
"ld0260",29,2016-12-19,"S1",2018-06-21,1,"FK","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.712,31,-0.339677367570161,3.43398720448515,550
"ld0260",29,2016-12-19,"S1",2018-07-31,0,"TF","CW","","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.881,32,-0.126697653045958,3.46573590279973,551
"ld0260",29,2016-12-19,"S1",2018-09-02,0,"TF",NA,"","egg0076","22/11/2016",9.06,0.149,5.52,"Y","ALIVE",NA,0.698,32,-0.359536176219765,3.46573590279973,552
"ld0261",29,2016-12-20,"S1",2016-12-20,0,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.105,17.945,-2.25379492882461,2.88731152459957,553
"ld0261",29,2016-12-20,"S1",2017-01-02,0,"JC","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.199,21.376,-1.61445045425764,3.06226879735424,554
"ld0261",29,2016-12-20,"S1",2017-01-18,0,"JC","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.166,20.26,-1.79576749062559,3.00864849882054,555
"ld0261",29,2016-12-20,"S1",2017-02-23,0,"JC","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.218,22.95,-1.52326021619305,3.13331793650655,556
"ld0261",29,2016-12-20,"S1",2017-03-23,0,"JC","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.245,23.1,-1.40649706843741,3.13983261752775,557
"ld0261",29,2016-12-20,"S1",2017-04-01,0,"JC","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.163,20.35,-1.81400507817537,3.0130809118886,558
"ld0261",29,2016-12-20,"S1",2017-04-18,0,"JC","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.282,24.8,-1.26584820804402,3.21084365317094,559
"ld0261",29,2016-12-20,"S1",2017-05-19,0,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.305,24.68,-1.18744350237473,3.20599319903719,560
"ld0261",29,2016-12-20,"S1",2017-07-28,0,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.33,26,-1.10866262452161,3.25809653802148,561
"ld0261",29,2016-12-20,"S1",2017-09-15,0,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.257,25.5,-1.35867919408692,3.23867845216438,562
"ld0261",29,2016-12-20,"S1",2017-09-15,1,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.257,25,-1.35867919408692,3.2188758248682,563
"ld0261",29,2016-12-20,"S1",2017-11-14,0,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.405,28,-0.903868211875598,3.3322045101752,564
"ld0261",29,2016-12-20,"S1",2018-01-15,0,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.524,29,-0.646263594661095,3.36729582998647,565
"ld0261",29,2016-12-20,"S1",2018-03-06,0,"FK","CW","","egg0059","19/11/2016",7.56,0.11,5.12,"Y","DEAD",2018-04-23,0.436,30,-0.830113035633103,3.40119738166216,566
"ld0262",23,2016-12-20,"S1",2016-12-20,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.118,19.158,-2.13707065451647,2.9527203829607,567
"ld0262",23,2016-12-20,"S1",2017-01-02,0,"JC","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.196,23.303,-1.62964061975162,3.1485821076482,568
"ld0262",23,2016-12-20,"S1",2017-01-18,0,"JC","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.154,19.98,-1.87080267656851,2.99473177322041,569
"ld0262",23,2016-12-20,"S1",2017-02-23,0,"JC","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.197,23.48,-1.62455155024415,3.1561489949599,570
"ld0262",23,2016-12-20,"S1",2017-03-23,0,"JC","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.227,24.15,-1.48280526150073,3.18428438009858,571
"ld0262",23,2016-12-20,"S1",2017-04-01,0,"JC","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.153,20.58,-1.8773173575897,3.0243197304059,572
"ld0262",23,2016-12-20,"S1",2017-04-18,0,"JC","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.256,23.19,-1.36257783450257,3.14372115126744,573
"ld0262",23,2016-12-20,"S1",2017-05-19,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.291,26.03,-1.23443201181064,3.25924971900647,574
"ld0262",23,2016-12-20,"S1",2017-07-29,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.288,25,-1.24479479884619,3.2188758248682,575
"ld0262",23,2016-12-20,"S1",2017-09-15,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.278,25.5,-1.2801341652915,3.23867845216438,576
"ld0262",23,2016-12-20,"S1",2017-11-14,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.478,30,-0.738144546490681,3.40119738166216,577
"ld0262",23,2016-12-20,"S1",2017-11-14,1,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.509,28.5,-0.675307262431614,3.3499040872746,578
"ld0262",23,2016-12-20,"S1",2018-01-15,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.486,30,-0.721546655081643,3.40119738166216,579
"ld0262",23,2016-12-20,"S1",2018-03-06,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.558,31,-0.583396316600826,3.43398720448515,580
"ld0262",23,2016-12-20,"S1",2018-06-21,0,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.685,33,-0.378336440719912,3.49650756146648,581
"ld0262",23,2016-12-20,"S1",2018-06-21,1,"FK","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.685,33,-0.378336440719912,3.49650756146648,582
"ld0262",23,2016-12-20,"S1",2018-07-31,0,"TF","CW","","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.871,33,-0.138113302129634,3.49650756146648,583
"ld0262",23,2016-12-20,"S1",2018-09-02,0,"TF",NA,"","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.795,34,-0.229413164327805,3.52636052461616,584
"ld0262",23,2016-12-20,"S1",2018-11-12,0,"VF",NA,"e060","egg0026","01/11/2016",8.93,0.14,6.1,"Y","ALIVE",NA,0.867,35,-0.142716302201595,3.55534806148941,585
"ld0263",29,2016-12-20,"S1",2016-12-20,0,"FK","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.123,17.758,-2.09557092360972,2.87683611861013,586
"ld0263",29,2016-12-20,"S1",2017-01-02,0,"JC","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.212,22.471,-1.55116900431012,3.1122255889898,587
"ld0263",29,2016-12-20,"S1",2017-01-18,0,"JC","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.176,20.42,-1.73727128394399,3.01651481273652,588
"ld0263",29,2016-12-20,"S1",2017-02-23,0,"JC","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.199,22.68,-1.61445045425764,3.12148347885955,589
"ld0263",29,2016-12-20,"S1",2017-03-23,0,"JC","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.274,24.1,-1.29462717259407,3.18221184049661,590
"ld0263",29,2016-12-20,"S1",2017-04-01,0,"JC","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.137,19.87,-1.98777435315401,2.98921105656373,591
"ld0263",29,2016-12-20,"S1",2017-04-18,0,"JC","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.249,22.38,-1.39030238251743,3.10816770288378,592
"ld0263",29,2016-12-20,"S1",2017-05-19,0,"FK","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.266,24.39,-1.32425897020044,3.19417321222783,593
"ld0263",29,2016-12-20,"S1",2017-07-30,0,"FK","CW","","egg0083","22/11/2016",8.9,0.186,6.5,"","DEAD",2017-09-14,0.273,24.5,-1.29828348379718,3.19867311755068,594
"ld0264",29,2016-12-20,"S1",2016-12-20,0,"FK","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.112,17.758,-2.18925640768704,2.87683611861013,595
"ld0264",29,2016-12-20,"S1",2017-01-02,0,"JC","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.189,21.786,-1.66600826392249,3.08126756166025,596
"ld0264",29,2016-12-20,"S1",2017-01-18,0,"JC","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.148,20.38,-1.91054300521802,3.01455402779458,597
"ld0264",29,2016-12-20,"S1",2017-02-23,0,"JC","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.197,21.96,-1.62455155024415,3.08922261664133,598
"ld0264",29,2016-12-20,"S1",2017-03-23,0,"JC","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.258,23.14,-1.35479569406052,3.14156272176553,599
"ld0264",29,2016-12-20,"S1",2017-04-01,0,"JC","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.15,18.76,-1.89711998488588,2.93172694357808,600
"ld0264",29,2016-12-20,"S1",2017-04-18,0,"JC","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.252,21.8,-1.37832619147071,3.08190996979504,601
"ld0264",29,2016-12-20,"S1",2017-05-19,0,"FK","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.313,26.43,-1.16155208844198,3.2744997286162,602
"ld0264",29,2016-12-20,"S1",2017-07-31,0,"FK","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.319,26,-1.14256417619729,3.25809653802148,603
"ld0264",29,2016-12-20,"S1",2017-09-15,0,"FK","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.287,26,-1.24827306322252,3.25809653802148,604
"ld0264",29,2016-12-20,"S1",2017-11-07,0,"FK","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.325,26,-1.1239300966524,3.25809653802148,605
"ld0264",29,2016-12-20,"S1",2018-01-15,0,"FK","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.325,26,-1.1239300966524,3.25809653802148,606
"ld0264",29,2016-12-20,"S1",2018-03-06,0,"FK","CW","","egg0074","21/11/2016",8.29,0.115,5.07,"","DEAD",2018-03-06,0.274,25.5,-1.29462717259407,3.23867845216438,607
"ld0265",29,2016-12-21,"S1",2016-12-21,0,"FK","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.135,19.033,-2.00248050054371,2.94617431470565,608
"ld0265",29,2016-12-21,"S1",2017-01-02,0,"JC","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.242,22.48,-1.41881755282545,3.11262602502549,609
"ld0265",29,2016-12-21,"S1",2017-01-18,0,"JC","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.204,20.37,-1.58963528513792,3.01406323023871,610
"ld0265",29,2016-12-21,"S1",2017-03-02,0,"JC","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.257,23.657,-1.35867919408692,3.16365905423027,611
"ld0265",29,2016-12-21,"S1",2017-03-30,0,"JC","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.302,22.766,-1.19732826160727,3.12526819490302,612
"ld0265",29,2016-12-21,"S1",2017-04-01,0,"JC","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.179,19.718,-1.72036947314138,2.98153192415285,613
"ld0265",29,2016-12-21,"S1",2017-05-26,0,"JC","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.36,25.486,-1.02165124753198,3.23812928179009,614
"ld0265",29,2016-12-21,"S1",2017-07-27,0,"FK","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.37,25,-0.994252273343867,3.2188758248682,615
"ld0265",29,2016-12-21,"S1",2017-09-21,0,"FK","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.391,25.5,-0.939047718996771,3.23867845216438,616
"ld0265",29,2016-12-21,"S1",2017-11-14,0,"FK","JC","","egg0079","22/11/2016",8.65,0.152,5.63,"","DEAD",2018-01-07,0.504,28,-0.685179010910768,3.3322045101752,617
"ld0266",29,2016-12-21,"S1",2016-12-21,0,"FK","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.108,17.862,-2.22562405185792,2.88267555126169,618
"ld0266",29,2016-12-21,"S1",2017-01-02,0,"JC","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.201,20.61,-1.60445037092306,3.02577639490237,619
"ld0266",29,2016-12-21,"S1",2017-01-18,0,"JC","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.169,19.174,-1.77785656405906,2.9535551946548,620
"ld0266",29,2016-12-21,"S1",2017-03-02,0,"JC","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.224,20.896,-1.4961092271271,3.03955775309402,621
"ld0266",29,2016-12-21,"S1",2017-03-30,0,"JC","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.279,21.237,-1.27654349716077,3.05574494346016,622
"ld0266",29,2016-12-21,"S1",2017-04-01,0,"JC","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.158,19.915,-1.84516024595517,2.99147321663361,623
"ld0266",29,2016-12-21,"S1",2017-04-28,0,"JC","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.314,24.824,-1.15836229307388,3.21181092714608,624
"ld0266",29,2016-12-21,"S1",2017-05-26,0,"JC","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.308,NA,-1.17765549600856,NA,625
"ld0266",29,2016-12-21,"S1",2017-07-27,0,"FK","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.319,24.5,-1.14256417619729,3.19867311755068,626
"ld0266",29,2016-12-21,"S1",2017-09-21,0,"FK","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.309,26,-1.17441400208439,3.25809653802148,627
"ld0266",29,2016-12-21,"S1",2017-11-07,0,"FK","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.391,26,-0.939047718996771,3.25809653802148,628
"ld0266",29,2016-12-21,"S1",2018-01-15,0,"FK","JC","","egg0066","20/11/2016",7.9,0.105,4.78,"Y","ALIVE",NA,0.405,26,-0.903868211875598,3.25809653802148,629
"ld0267",29,2016-12-22,"S1",2016-12-22,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.115,18.921,-2.16282315061889,2.94027241634962,630
"ld0267",29,2016-12-22,"S1",2017-01-06,0,"JC","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.165,19.746,-1.80180980508156,2.98295093918926,631
"ld0267",29,2016-12-22,"S1",2017-01-19,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.186,20.459,-1.68200860526894,3.01842288347369,632
"ld0267",29,2016-12-22,"S1",2017-02-03,0,"JC","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.211,21.74,-1.55589714550607,3.07915388169306,633
"ld0267",29,2016-12-22,"S1",2017-03-02,0,"JC","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.232,22.761,-1.46101790731583,3.12504854502405,634
"ld0267",29,2016-12-22,"S1",2017-03-30,0,"JC","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.273,25.773,-1.29828348379718,3.24932743232403,635
"ld0267",29,2016-12-22,"S1",2017-04-28,0,"JC","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.306,25.223,-1.18417017702976,3.22775627667414,636
"ld0267",29,2016-12-22,"S1",2017-05-26,0,"JC","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.358,25.732,-1.02722229258144,3.24773535354875,637
"ld0267",29,2016-12-22,"S1",2017-07-27,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.387,26,-0.949330585952355,3.25809653802148,638
"ld0267",29,2016-12-22,"S1",2017-09-21,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.413,26.5,-0.884307686021104,3.27714473299218,639
"ld0267",29,2016-12-22,"S1",2017-11-14,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.49,30,-0.713349887877465,3.40119738166216,640
"ld0267",29,2016-12-22,"S1",2018-01-15,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.524,29,-0.646263594661095,3.36729582998647,641
"ld0267",29,2016-12-22,"S1",2018-01-15,1,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.522,30,-0.650087691099498,3.40119738166216,642
"ld0267",29,2016-12-22,"S1",2018-03-06,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.519,31.5,-0.655851395816248,3.44998754583159,643
"ld0267",29,2016-12-22,"S1",2018-06-21,0,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.767,33,-0.265268477614881,3.49650756146648,644
"ld0267",29,2016-12-22,"S1",2018-06-21,1,"FK","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.767,33,-0.265268477614881,3.49650756146648,645
"ld0267",29,2016-12-22,"S1",2018-07-31,0,"TF","JC","","egg0104","24/11/2016",8.9,0.161,6.18,"","ALIVE",NA,0.996,34,-0.00400802139753882,3.52636052461616,646
"ld0268",29,2016-12-22,"S1",2016-12-22,0,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.12,18.406,-2.12026353620009,2.91267669841667,647
"ld0268",29,2016-12-22,"S1",2017-01-05,0,"JC","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.33,25.317,-1.10866262452161,3.23147610684394,648
"ld0268",29,2016-12-22,"S1",2017-01-06,0,"JC","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.172,20.557,-1.76026080216868,3.02320151554354,649
"ld0268",29,2016-12-22,"S1",2017-01-19,0,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.201,21.668,-1.60445037092306,3.07583651779565,650
"ld0268",29,2016-12-22,"S1",2017-02-03,0,"JC","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.214,22.942,-1.54177926396029,3.13296929185908,651
"ld0268",29,2016-12-22,"S1",2017-03-02,0,"JC","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.238,21.847,-1.43548460531066,3.08406361234396,652
"ld0268",29,2016-12-22,"S1",2017-03-30,0,"JC","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.324,26.145,-1.12701176318981,3.26365796764009,653
"ld0268",29,2016-12-22,"S1",2017-05-26,0,"JC","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.342,25.753,-1.07294454191953,3.24855112517795,654
"ld0268",29,2016-12-22,"S1",2017-07-27,0,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.353,25.5,-1.04128722204884,3.23867845216438,655
"ld0268",29,2016-12-22,"S1",2017-09-21,0,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.393,26.5,-0.933945667112876,3.27714473299218,656
"ld0268",29,2016-12-22,"S1",2017-11-07,0,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.473,28,-0.748659890490204,3.3322045101752,657
"ld0268",29,2016-12-22,"S1",2018-01-15,0,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.518,30,-0.657780036722654,3.40119738166216,658
"ld0268",29,2016-12-22,"S1",2018-06-21,0,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.646,33,-0.436955775199535,3.49650756146648,659
"ld0268",29,2016-12-22,"S1",2018-06-21,1,"FK","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.646,33,-0.436955775199535,3.49650756146648,660
"ld0268",29,2016-12-22,"S1",2018-07-31,0,"TF","JC","","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.77,33,-0.261364764134408,3.49650756146648,661
"ld0268",29,2016-12-22,"S1",2018-09-02,0,"TF",NA,"","egg0086","22/11/2016",8.98,0.115,4.76,"Y","DEAD",2019-05-14,0.735,33,-0.3078847797693,3.49650756146648,662
"ld0269",29,2016-12-22,"S1",2016-12-22,0,"FK","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.096,17.369,-2.3434070875143,2.85468700807188,663
"ld0269",29,2016-12-22,"S1",2017-01-06,0,"JC","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.121,18.339,-2.1119647333854,2.9090299397147,664
"ld0269",29,2016-12-22,"S1",2017-01-19,0,"FK","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.137,19.616,-1.98777435315401,2.9763455597538,665
"ld0269",29,2016-12-22,"S1",2017-02-03,0,"JC","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.168,20.863,-1.78379129957888,3.03797725514774,666
"ld0269",29,2016-12-22,"S1",2017-03-02,0,"JC","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.19,20.898,-1.66073120682165,3.03965346061192,667
"ld0269",29,2016-12-22,"S1",2017-03-30,0,"JC","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.24,22.983,-1.42711635564015,3.13475481220279,668
"ld0269",29,2016-12-22,"S1",2017-04-28,0,"JC","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.286,24.407,-1.25176346816228,3.19486997640135,669
"ld0269",29,2016-12-22,"S1",2017-05-26,0,"JC","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.324,26.232,-1.12701176318981,3.26698003954235,670
"ld0269",29,2016-12-22,"S1",2017-07-27,0,"FK","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.364,26.5,-1.0106014113454,3.27714473299218,671
"ld0269",29,2016-12-22,"S1",2017-09-21,0,"FK","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.375,27,-0.980829253011726,3.29583686600433,672
"ld0269",29,2016-12-22,"S1",2017-11-14,0,"FK","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.445,30,-0.809680996815897,3.40119738166216,673
"ld0269",29,2016-12-22,"S1",2018-01-15,0,"FK","JC","","egg0090","23/11/2016",7.9,0.108,5.1,"Y","ALIVE",NA,0.489,29,-0.715392789507265,3.36729582998647,674
